,Location,Date,newCases,Price,Open,High,Low,Vol.,Change %
69,Canada,2020-05-04,1453,67.77,68.33,68.68,67.39,528.61K,-0.46%
70,Canada,2020-05-05,1258,68.84,67.77,69.17,67.44,932.20K,1.58%
71,Canada,2020-05-06,1479,68.59,69.25,69.26,68.39,620.93K,-0.36%
72,Canada,2020-05-07,1507,67.41,68.51,68.8,67.22,593.84K,-1.72%
73,Canada,2020-05-08,1473,69.26,67.7,69.26,67.42,446.62K,2.74%
74,Canada,2020-05-11,1173,71.69,69.29,71.69,68.72,637.04K,3.51%
75,Canada,2020-05-12,1155,70.1,71.55,71.72,69.93,543.42K,-2.22%
76,Canada,2020-05-13,1149,68.05,69.99,70.47,67.92,511.33K,-2.92%
77,Canada,2020-05-14,1213,68.14,67.68,68.85,67.14,411.16K,0.13%
78,Canada,2020-05-15,1178,67.38,67.79,68.37,67.36,557.54K,-1.12%
79,Canada,2020-05-19,1082,68.7,68.49,68.93,67.79,679.45K,1.96%
80,Canada,2020-05-20,1082,67.5,69.19,69.35,67.2,746.04K,-1.75%
81,Canada,2020-05-21,1167,66.84,67.6,67.63,66.6,719.37K,-0.98%
82,Canada,2020-05-22,1205,66.4,67.05,67.26,65.65,755.08K,-0.66%
83,Canada,2020-05-25,1013,66.84,66.73,67.1,66.43,235.71K,0.66%
84,Canada,2020-05-26,971,66.93,67.44,67.44,66.55,826.65K,0.13%
85,Canada,2020-05-27,899,66.74,67.2,67.45,65.46,1.17M,-0.28%
86,Canada,2020-05-28,987,68.2,66.69,68.33,66.66,724.70K,2.19%
87,Canada,2020-05-29,933,68.16,68.09,68.94,67.8,1.10M,-0.06%
88,Canada,2020-06-01,809,67.0,68.19,68.62,66.76,428.20K,-1.70%
89,Canada,2020-06-02,672,67.58,67.2,67.7,66.48,573.80K,0.87%
90,Canada,2020-06-03,681,67.96,68.0,68.5,67.45,587.22K,0.56%
91,Canada,2020-06-04,628,67.09,67.81,68.25,67.05,612.59K,-1.28%
92,Canada,2020-06-05,678,67.46,67.98,67.98,67.0,707.43K,0.55%
93,Canada,2020-06-08,601,66.31,67.47,67.54,66.28,987.00K,-1.70%
94,Canada,2020-06-09,462,65.99,66.27,66.41,65.58,629.67K,-0.48%
95,Canada,2020-06-10,479,66.8,66.08,67.2,65.98,849.63K,1.23%
