,Location,Date,newCases,Price,Open,High,Low,Vol.,Change %
203,Canada,2020-11-24,5282,63.1,61.26,63.1,61.26,0.81K,1.37%
204,Canada,2020-11-25,4958,63.09,62.5,63.13,62.5,0.77K,-0.02%
205,Canada,2020-11-26,5679,62.46,63.05,63.05,62.46,0.30K,-1.00%
206,Canada,2020-11-27,5954,62.94,61.7,62.95,61.7,2.00K,0.77%
207,Canada,2020-11-30,7895,62.95,62.9,62.95,60.77,1.89K,0.02%
208,Canada,2020-12-01,5495,61.95,63.35,63.35,61.06,1.44K,-1.59%
209,Canada,2020-12-02,6454,62.1,61.49,62.1,61.4,0.78K,0.24%
210,Canada,2020-12-03,6264,62.95,60.87,62.95,60.87,0.80K,1.37%
211,Canada,2020-12-04,6419,61.95,62.37,63.0,61.95,0.38K,-1.59%
212,Canada,2020-12-07,7724,62.4,62.06,62.45,62.05,1.84K,0.73%
213,Canada,2020-12-08,6171,62.18,61.1,62.2,61.05,0.64K,-0.35%
214,Canada,2020-12-09,6399,62.59,62.59,62.59,62.59,0.14K,0.66%
215,Canada,2020-12-10,6686,61.79,62.38,62.59,61.23,2.52K,-1.28%
216,Canada,2020-12-11,6715,61.4,61.39,61.4,61.39,0.36K,-0.63%
217,Canada,2020-12-14,8377,61.3,62.3,62.3,61.3,0.40K,-0.16%
