,Location,Date,newCases,Price,Open,High,Low,Vol.,Change %
71,Canada,2020-05-26,971,223.5,218.0,223.53,205.85,1.47K,3.95%
72,Canada,2020-05-27,899,222.0,214.0,222.5,214.0,1.09K,-0.67%
73,Canada,2020-05-28,987,224.99,224.99,224.99,224.99,0.71K,1.35%
74,Canada,2020-05-29,933,224.0,224.0,224.0,224.0,0.21K,-0.44%
75,Canada,2020-06-01,809,223.99,223.99,223.99,223.99,0.47K,-0.00%
76,Canada,2020-06-03,681,219.25,223.98,224.0,219.0,1.03K,-2.12%
77,Canada,2020-06-04,628,211.2,224.9,227.5,206.71,1.98K,-3.67%
78,Canada,2020-06-05,678,212.01,223.98,227.5,212.01,0.89K,0.38%
79,Canada,2020-06-08,601,222.0,222.01,227.0,222.0,0.89K,4.71%
80,Canada,2020-06-09,462,224.0,218.0,224.0,218.0,0.71K,0.90%
81,Canada,2020-06-10,479,224.75,224.75,224.75,224.75,0.21K,0.33%
82,Canada,2020-06-11,439,217.01,217.75,217.75,217.01,0.44K,-3.44%
83,Canada,2020-06-12,436,223.0,224.44,224.44,223.0,0.44K,2.76%
84,Canada,2020-06-15,359,224.0,224.0,224.0,224.0,0.39K,0.45%
85,Canada,2020-06-16,324,224.8,224.8,224.8,224.8,0.18K,0.36%
86,Canada,2020-06-17,404,220.03,220.03,220.03,220.03,0.59K,-2.12%
87,Canada,2020-06-18,386,224.0,221.96,224.0,221.96,0.86K,1.80%
88,Canada,2020-06-22,340,205.0,205.0,205.0,205.0,0.29K,-8.48%
89,Canada,2020-06-23,349,220.0,224.79,225.0,220.0,0.94K,7.32%
90,Canada,2020-06-24,320,224.49,208.01,225.0,208.01,0.87K,2.04%
91,Canada,2020-06-26,166,224.97,208.0,225.0,208.0,0.59K,0.21%
92,Canada,2020-06-29,637,220.0,208.11,220.0,208.11,0.45K,-2.21%
93,Canada,2020-07-02,355,211.36,225.0,225.0,211.36,0.32K,-3.93%
94,Canada,2020-07-03,319,214.0,214.0,214.0,214.0,0.14K,1.25%
95,Canada,2020-07-06,421,209.0,214.02,214.02,209.0,1.46K,-2.34%
96,Canada,2020-07-07,208,214.0,223.75,223.75,210.5,1.00K,2.39%
97,Canada,2020-07-08,311,216.0,216.0,216.0,210.1,0.60K,0.93%
98,Canada,2020-07-09,322,216.0,216.0,216.0,216.0,0.50K,0.00%
99,Canada,2020-07-13,636,209.46,209.16,209.46,209.16,0.75K,-3.03%
100,Canada,2020-07-15,343,210.06,210.06,210.06,210.06,0.13K,0.29%
101,Canada,2020-07-16,451,213.83,210.06,221.21,210.06,0.60K,1.79%
102,Canada,2020-07-17,415,216.0,220.36,220.99,216.0,1.02K,1.01%
103,Canada,2020-07-20,770,205.0,205.0,205.0,205.0,0.29K,-5.09%
104,Canada,2020-07-21,535,221.5,221.5,221.5,221.5,0.30K,8.05%
105,Canada,2020-07-22,317,216.5,216.5,216.5,216.5,0.28K,-2.26%
106,Canada,2020-07-24,717,216.0,211.5,216.58,211.5,0.47K,-0.23%
107,Canada,2020-07-27,682,214.99,214.99,214.99,214.99,0.40K,-0.47%
108,Canada,2020-07-29,486,209.0,209.0,209.0,209.0,0.37K,-2.79%
109,Canada,2020-08-04,686,211.99,212.0,212.0,211.99,0.49K,1.43%
110,Canada,2020-08-05,374,220.0,216.0,220.0,216.0,0.59K,3.78%
111,Canada,2020-08-06,354,211.0,218.99,218.99,211.0,0.58K,-4.09%
112,Canada,2020-08-07,516,220.0,219.75,220.0,212.35,0.82K,4.27%
113,Canada,2020-08-11,336,218.88,223.0,223.0,218.88,0.35K,-0.51%
114,Canada,2020-08-12,314,211.71,215.01,215.25,211.71,0.52K,-3.28%
115,Canada,2020-08-13,477,222.98,222.98,222.98,222.98,0.20K,5.32%
116,Canada,2020-08-14,425,217.45,212.15,217.45,212.15,0.42K,-2.48%
117,Canada,2020-08-17,214,213.46,213.46,213.46,213.46,0.24K,-1.83%
118,Canada,2020-08-18,866,217.0,217.0,217.1,217.0,0.80K,1.66%
119,Canada,2020-08-19,324,213.73,213.73,213.73,213.73,0.22K,-1.51%
120,Canada,2020-08-20,217,215.0,215.0,215.0,215.0,0.23K,0.59%
121,Canada,2020-08-21,694,214.99,215.0,215.0,214.99,0.24K,-0.00%
122,Canada,2020-08-24,777,215.0,213.95,215.0,213.95,0.37K,0.00%
123,Canada,2020-08-25,309,215.0,215.0,215.0,215.0,0.32K,0.00%
124,Canada,2020-08-26,477,212.22,212.22,212.22,212.22,0.28K,-1.29%
125,Canada,2020-08-27,456,215.31,215.35,215.35,214.0,0.51K,1.46%
126,Canada,2020-08-31,1030,220.0,212.15,220.0,211.0,2.02K,2.18%
127,Canada,2020-09-01,504,215.75,213.33,215.75,213.0,0.56K,-1.93%
128,Canada,2020-09-02,519,215.51,215.51,215.51,215.51,0.23K,-0.11%
129,Canada,2020-09-10,821,218.38,218.38,218.38,218.38,0.12K,1.33%
130,Canada,2020-09-14,1458,203.0,209.0,213.0,203.0,0.61K,-7.04%
131,Canada,2020-09-15,802,213.89,205.01,213.89,205.01,0.49K,5.36%
132,Canada,2020-09-16,952,205.15,205.15,205.15,205.15,0.27K,-4.09%
133,Canada,2020-09-21,1833,200.01,204.99,204.99,200.01,0.29K,-2.51%
134,Canada,2020-09-22,1272,205.0,205.0,205.0,205.0,0.19K,2.49%
135,Canada,2020-09-23,1084,216.66,200.66,216.66,200.66,0.38K,5.69%
136,Canada,2020-09-28,1791,213.5,214.49,214.49,205.0,1.30K,-1.46%
137,Canada,2020-09-30,2116,205.55,213.0,213.0,205.55,0.40K,-3.72%
138,Canada,2020-10-02,2124,206.56,206.56,206.56,206.56,0.12K,0.49%
139,Canada,2020-10-06,2372,205.02,205.02,205.02,205.02,0.18K,-0.75%
140,Canada,2020-10-08,2350,206.0,205.99,206.0,205.99,0.26K,0.48%
141,Canada,2020-10-09,2895,205.0,205.01,205.5,205.0,0.85K,-0.49%
142,Canada,2020-10-13,4111,203.15,212.0,212.0,203.15,0.74K,-0.90%
143,Canada,2020-10-14,2575,215.0,204.5,215.0,204.5,0.66K,5.83%
144,Canada,2020-10-15,2298,203.25,203.61,203.61,203.25,0.36K,-5.47%
145,Canada,2020-10-16,2566,214.0,204.01,214.0,204.01,0.37K,5.29%
146,Canada,2020-10-19,3307,210.8,210.8,210.8,210.8,0.49K,-1.50%
147,Canada,2020-10-20,2238,206.0,206.0,206.0,206.0,0.28K,-2.28%
148,Canada,2020-10-23,2902,206.1,215.99,215.99,206.1,1.20K,0.05%
149,Canada,2020-10-27,2730,206.0,206.0,206.0,206.0,0.15K,-0.05%
150,Canada,2020-10-28,2663,204.36,204.36,204.36,204.36,0.22K,-0.80%
151,Canada,2020-10-29,3017,204.42,204.42,204.42,204.42,0.13K,0.03%
152,Canada,2020-10-30,3556,202.65,204.35,213.75,202.65,0.94K,-0.87%
153,Canada,2020-11-03,4738,202.75,202.75,202.75,202.75,0.15K,0.05%
154,Canada,2020-11-04,2782,202.94,202.79,202.94,202.79,0.24K,0.09%
155,Canada,2020-11-05,2784,210.0,212.0,212.0,208.0,0.97K,3.48%
156,Canada,2020-11-06,5393,204.67,211.99,212.0,204.67,0.90K,-2.54%
157,Canada,2020-11-09,4871,209.01,204.67,212.0,204.67,1.54K,2.12%
158,Canada,2020-11-10,4445,211.0,211.0,211.0,211.0,0.24K,0.95%
159,Canada,2020-11-11,3984,213.0,212.5,214.95,210.75,1.17K,0.95%
160,Canada,2020-11-12,5474,215.0,210.5,215.0,210.5,0.45K,0.94%
161,Canada,2020-11-13,4770,208.0,208.0,208.0,208.0,0.30K,-3.26%
162,Canada,2020-11-16,6033,210.0,208.0,210.0,208.0,0.28K,0.96%
163,Canada,2020-11-18,4518,210.0,212.0,212.0,210.0,0.42K,0.00%
164,Canada,2020-11-19,4794,208.0,208.0,208.0,208.0,0.60K,-0.95%
165,Canada,2020-11-20,4987,211.45,217.17,217.99,211.45,0.75K,1.66%
166,Canada,2020-11-24,5282,211.45,208.0,211.45,208.0,0.62K,0.00%
167,Canada,2020-11-27,5954,206.16,215.0,215.0,206.16,0.93K,-2.50%
168,Canada,2020-11-30,7895,206.79,215.0,215.0,206.79,0.69K,0.31%
169,Canada,2020-12-03,6264,207.01,209.98,209.98,207.01,0.84K,0.11%
170,Canada,2020-12-04,6419,206.5,206.5,206.5,206.5,0.33K,-0.25%
171,Canada,2020-12-07,7724,206.77,206.77,206.77,206.77,0.29K,0.13%
172,Canada,2020-12-09,6399,207.25,207.25,207.25,207.25,0.24K,0.23%
173,Canada,2020-12-10,6686,207.05,209.3,209.3,207.05,0.21K,-0.10%
174,Canada,2020-12-11,6715,207.4,208.88,208.88,207.4,0.68K,0.17%
175,Canada,2020-12-14,8377,208.0,206.5,215.0,206.5,1.32K,0.29%
