"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 10, 2020","121.16","121.61","122.49","121.16","9.38M","-0.16%"
"Jun 09, 2020","121.35","121.81","121.98","120.56","6.92M","0.09%"
"Jun 08, 2020","121.24","119.55","121.24","119.55","9.45M","-0.26%"
"Jun 05, 2020","121.56","122.57","122.68","119.91","13.11M","-0.45%"
"Jun 04, 2020","122.11","122.84","123.86","121.89","8.00M","-1.10%"
"Jun 03, 2020","123.47","123.93","123.93","122.67","6.75M","-0.38%"
"Jun 02, 2020","123.94","123.72","124.12","122.82","6.40M","-0.02%"
"Jun 01, 2020","123.96","123.71","124.39","122.39","6.86M","-0.08%"
"May 29, 2020","124.06","124.24","124.71","121.93","9.77M","0.30%"
"May 28, 2020","123.69","123.44","124.94","123.19","8.15M","0.99%"
"May 27, 2020","122.48","123.92","124.46","121.04","10.36M","-1.11%"
"May 26, 2020","123.86","124.72","125.50","123.63","7.91M","-0.38%"
"May 22, 2020","124.33","125.10","125.35","123.77","7.45M","-0.53%"
"May 21, 2020","124.99","125.18","126.11","124.27","7.48M","-0.37%"
"May 20, 2020","125.45","126.40","126.53","124.67","10.75M","0.40%"
"May 19, 2020","124.95","131.79","131.89","124.81","24.92M","-2.12%"
"May 18, 2020","127.66","127.39","128.53","126.18","13.04M","1.37%"
"May 15, 2020","125.94","123.47","125.94","123.09","10.59M","2.04%"
"May 14, 2020","123.42","124.75","125.08","121.32","7.41M","-0.23%"
"May 13, 2020","123.71","123.41","126.21","123.10","9.73M","-0.06%"
"May 12, 2020","123.78","124.48","125.66","123.78","6.37M","0.09%"
"May 11, 2020","123.67","123.04","124.31","123.01","8.45M","0.59%"
"May 08, 2020","122.94","122.75","123.01","121.62","6.94M","0.86%"
"May 07, 2020","121.89","123.46","123.98","121.50","9.12M","-1.14%"
"May 06, 2020","123.30","125.21","125.49","122.85","5.77M","-1.15%"
"May 05, 2020","124.73","123.80","125.26","123.26","6.45M","0.83%"
"May 04, 2020","123.70","123.84","124.40","121.71","5.94M","0.63%"
"May 01, 2020","122.92","121.48","123.69","120.78","10.38M","1.13%"
"Apr 30, 2020","121.55","123.08","123.44","121.04","13.50M","-1.66%"
"Apr 29, 2020","123.60","125.57","125.76","122.55","14.87M","-3.44%"
"Apr 28, 2020","128.00","128.28","130.24","127.70","6.91M","-0.23%"
"Apr 27, 2020","128.30","130.00","130.31","128.17","5.97M","-0.88%"
"Apr 24, 2020","129.44","129.35","129.89","128.56","5.78M","0.71%"
"Apr 23, 2020","128.53","129.85","131.09","127.73","9.61M","-2.33%"
