"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 05, 2020","114.80","113.46","114.99","113.42","2.66M","1.23%"
"Oct 02, 2020","113.41","114.41","115.70","113.00","4.01M","-2.00%"
"Oct 01, 2020","115.73","114.62","116.41","113.91","4.31M","1.20%"
"Sep 30, 2020","114.36","113.36","115.09","112.01","5.17M","0.74%"
"Sep 29, 2020","113.52","114.35","114.82","113.31","3.22M","-0.63%"
"Sep 28, 2020","114.24","113.27","114.47","112.49","5.85M","1.98%"
"Sep 25, 2020","112.02","110.25","112.56","109.71","5.14M","1.33%"
"Sep 24, 2020","110.55","108.16","112.14","108.16","4.18M","1.42%"
"Sep 23, 2020","109.00","112.62","112.62","108.67","3.54M","-3.02%"
"Sep 22, 2020","112.39","111.36","112.59","110.65","4.33M","1.65%"
"Sep 21, 2020","110.57","109.87","110.67","108.91","4.56M","-0.14%"
"Sep 18, 2020","110.72","112.21","112.65","107.79","8.82M","-1.06%"
"Sep 17, 2020","111.91","110.94","112.79","110.11","5.86M","-1.63%"
"Sep 16, 2020","113.76","116.39","117.41","113.49","5.76M","-1.87%"
"Sep 15, 2020","115.93","113.00","116.15","112.48","4.82M","3.26%"
"Sep 14, 2020","112.27","112.80","113.47","111.67","3.94M","0.62%"
"Sep 11, 2020","111.58","112.28","113.42","110.45","3.10M","-0.13%"
"Sep 10, 2020","111.72","113.13","114.95","111.27","3.86M","-1.31%"
"Sep 09, 2020","113.20","111.80","114.56","111.80","4.02M","1.46%"
"Sep 08, 2020","111.57","112.96","113.75","111.09","5.69M","-2.38%"
"Sep 04, 2020","114.29","115.49","116.00","112.21","4.69M","-0.48%"
"Sep 03, 2020","114.84","118.74","119.01","113.94","4.41M","-3.40%"
"Sep 02, 2020","118.88","117.83","119.19","117.24","3.60M","1.69%"
"Sep 01, 2020","116.90","116.55","117.25","115.95","2.94M","0.19%"
"Aug 31, 2020","116.68","115.49","117.11","115.41","3.88M","0.36%"
"Aug 28, 2020","116.26","115.25","116.35","114.88","2.80M","0.89%"
"Aug 27, 2020","115.24","116.40","116.54","115.11","2.46M","-0.82%"
"Aug 26, 2020","116.19","115.18","116.21","114.80","2.95M","0.68%"
"Aug 25, 2020","115.41","115.21","115.43","114.60","2.32M","0.13%"
"Aug 24, 2020","115.26","115.19","116.07","114.77","2.71M","0.22%"
"Aug 21, 2020","115.01","114.34","115.25","113.38","2.84M","-0.34%"
"Aug 20, 2020","115.40","114.63","115.80","114.59","2.27M","0.23%"
"Aug 19, 2020","115.14","116.40","116.91","114.99","2.70M","-0.76%"
"Aug 18, 2020","116.02","117.68","117.73","115.86","2.35M","-0.73%"
"Aug 17, 2020","116.87","116.00","117.31","115.84","3.31M","1.19%"
"Aug 14, 2020","115.49","115.70","116.09","114.33","2.03M","0.10%"
"Aug 13, 2020","115.37","115.09","117.15","114.94","3.03M","0.10%"
"Aug 12, 2020","115.25","114.46","116.24","114.46","3.51M","1.46%"
"Aug 11, 2020","113.59","116.01","116.01","113.30","4.76M","-2.14%"
"Aug 10, 2020","116.07","115.16","116.64","113.62","4.81M","0.85%"
"Aug 07, 2020","115.09","113.24","118.00","113.09","13.77M","6.47%"
"Aug 06, 2020","108.10","107.65","108.29","107.28","4.02M","0.19%"
"Aug 05, 2020","107.90","108.71","109.08","107.29","3.11M","-0.45%"
"Aug 04, 2020","108.39","106.61","108.39","106.45","2.99M","1.41%"
