"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2020","11.25","11.25","11.25","11.25","0.30K","0.00%"
"May 04, 2020","11.25","11.26","11.26","11.25","0.60K","-2.17%"
"May 01, 2020","11.50","11.70","11.70","11.50","1.78K","-2.54%"
"Apr 30, 2020","11.80","11.80","11.80","11.80","0.10K","3.96%"
"Apr 29, 2020","11.35","11.35","11.35","11.35","0.60K","2.34%"
"Apr 28, 2020","11.09","11.01","11.09","11.01","9.80K","0.64%"
"Apr 27, 2020","11.02","11.02","11.02","11.02","1.03K","-1.61%"
"Apr 24, 2020","11.20","11.21","11.21","11.20","1.50K","-0.09%"
"Apr 23, 2020","11.21","11.28","11.28","11.21","2.60K","-3.78%"
"Apr 17, 2020","11.65","11.40","11.65","11.39","2.60K","4.02%"
"Apr 15, 2020","11.20","11.50","11.50","11.20","2.30K","-4.11%"
"Apr 14, 2020","11.68","11.68","11.68","11.68","0.80K","-0.60%"
"Apr 13, 2020","11.75","11.75","11.75","11.75","0.13K","4.44%"
"Apr 09, 2020","11.25","11.26","11.26","11.25","0.40K","4.65%"
"Apr 08, 2020","10.75","10.75","10.75","10.75","3.00K","0.00%"
"Apr 07, 2020","10.75","10.75","10.75","10.75","1.30K","4.37%"
"Apr 06, 2020","10.30","10.30","10.30","10.30","1.00K","7.52%"
"Apr 02, 2020","9.58","10.02","10.02","9.58","4.91K","-4.20%"
"Apr 01, 2020","10.00","10.30","10.30","9.99","1.50K","-4.76%"
"Mar 31, 2020","10.50","10.50","10.50","10.50","0.10K","9.72%"
"Mar 30, 2020","9.57","11.99","11.99","9.57","0.40K","0.53%"
"Mar 27, 2020","9.52","9.35","9.52","9.26","3.59K","-5.74%"
"Mar 26, 2020","10.10","10.99","11.00","10.10","1.31K","6.32%"
"Mar 25, 2020","9.50","9.35","9.50","9.35","1.50K","2.15%"
"Mar 24, 2020","9.30","9.10","9.60","9.10","1.95K","2.88%"
"Mar 23, 2020","9.04","9.20","9.20","9.04","3.30K","-5.83%"
"Mar 20, 2020","9.60","10.00","10.00","9.60","2.35K","1.05%"
"Mar 19, 2020","9.50","9.84","9.84","9.00","1.00K","-3.46%"
"Mar 17, 2020","9.84","9.76","9.84","9.75","0.70K","-6.29%"
"Mar 16, 2020","10.50","10.00","10.50","10.00","0.33K","-4.55%"
"Mar 12, 2020","11.00","11.00","11.00","11.00","0.27K","-10.28%"
"Mar 10, 2020","12.26","11.80","12.26","11.72","0.70K","2.17%"
"Mar 09, 2020","12.00","13.00","13.00","12.00","1.24K","-3.15%"
"Mar 06, 2020","12.39","12.39","12.39","12.39","0.46K","-2.82%"
"Mar 05, 2020","12.75","13.01","13.01","12.75","4.20K","-3.04%"
"Mar 02, 2020","13.15","13.49","13.49","13.14","7.33K","-2.59%"
"Feb 28, 2020","13.50","13.50","13.50","13.50","2.00K","0.00%"
"Feb 27, 2020","13.50","13.50","13.50","13.50","0.30K","-3.91%"
"Feb 26, 2020","14.05","14.00","14.05","14.00","1.90K","0.00%"
"Feb 25, 2020","14.05","14.05","14.05","14.05","0.41K","1.08%"
"Feb 24, 2020","13.90","14.08","14.08","13.90","2.94K","-1.28%"
"Feb 21, 2020","14.08","14.00","14.08","14.00","0.50K","-0.14%"
"Feb 20, 2020","14.10","14.11","14.11","14.09","0.90K","0.00%"
"Feb 18, 2020","14.10","14.10","14.10","14.10","0.80K","0.28%"
"Feb 13, 2020","14.06","14.06","14.06","14.06","0.30K","1.01%"
"Feb 07, 2020","13.92","13.92","14.42","13.91","3.00K","0.14%"
"Feb 05, 2020","13.90","13.90","13.90","13.90","1.75K","-0.71%"
"Feb 04, 2020","14.00","14.00","14.00","14.00","0.35K","0.00%"
"Feb 03, 2020","14.00","14.00","14.00","14.00","0.10K","0.00%"
"Jan 31, 2020","14.00","14.05","14.06","14.00","2.40K","-1.41%"
"Jan 30, 2020","14.20","14.17","14.20","14.15","0.90K","-1.05%"
"Jan 28, 2020","14.35","14.35","14.35","14.35","0.30K","0.70%"
"Jan 27, 2020","14.25","14.45","14.45","14.25","5.10K","-1.38%"
