"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 16, 2020","157.72","159.60","160.57","156.21","56.52K","-2.37%"
"Jul 15, 2020","161.55","162.14","163.16","158.60","40.10K","0.26%"
"Jul 14, 2020","161.13","158.73","161.77","156.28","54.62K","0.60%"
"Jul 13, 2020","160.17","162.90","163.84","158.14","75.67K","-1.68%"
"Jul 10, 2020","162.90","164.61","166.03","160.50","34.52K","-1.77%"
"Jul 09, 2020","165.84","168.07","169.39","163.80","66.43K","-1.12%"
"Jul 08, 2020","167.72","165.11","168.58","164.54","27.96K","0.95%"
"Jul 07, 2020","166.14","163.90","169.66","162.05","70.81K","2.56%"
"Jul 06, 2020","161.99","163.71","165.61","161.91","78.08K","-0.01%"
"Jul 03, 2020","162.00","162.99","163.00","161.57","17.82K","0.45%"
"Jul 02, 2020","161.28","159.99","162.68","159.88","38.28K","0.80%"
"Jun 30, 2020","160.00","155.14","160.25","155.14","38.04K","1.94%"
"Jun 29, 2020","156.96","159.22","159.24","155.85","39.99K","-1.84%"
"Jun 26, 2020","159.90","161.47","162.10","157.92","26.89K","-1.19%"
"Jun 25, 2020","161.83","158.50","162.31","158.50","51.81K","1.58%"
"Jun 24, 2020","159.32","160.05","162.66","156.20","67.94K","-1.58%"
"Jun 23, 2020","161.88","163.84","164.21","160.63","64.64K","-1.10%"
"Jun 22, 2020","163.68","162.36","165.70","158.79","90.62K","1.12%"
"Jun 19, 2020","161.86","160.59","166.87","156.42","273.41K","2.66%"
"Jun 18, 2020","157.66","148.41","159.34","148.41","115.90K","5.02%"
"Jun 17, 2020","150.12","150.17","156.60","148.00","106.48K","0.89%"
"Jun 16, 2020","148.79","148.42","150.62","147.46","51.82K","1.26%"
"Jun 15, 2020","146.94","145.52","148.45","144.27","70.49K","-2.48%"
"Jun 12, 2020","150.68","144.46","151.25","142.95","302.43K","5.00%"
"Jun 11, 2020","143.50","140.85","144.00","139.71","68.67K","-0.35%"
"Jun 10, 2020","144.00","139.80","144.50","139.52","95.04K","2.66%"
"Jun 09, 2020","140.27","135.80","142.00","134.64","82.71K","2.06%"
"Jun 08, 2020","137.44","133.99","138.15","133.99","98.55K","2.19%"
"Jun 05, 2020","134.50","129.92","134.63","129.92","106.88K","3.98%"
"Jun 04, 2020","129.35","127.28","130.64","127.28","34.50K","0.88%"
"Jun 03, 2020","128.22","128.70","130.98","126.63","52.22K","-0.52%"
"Jun 02, 2020","128.89","131.72","132.15","126.58","59.27K","-1.98%"
"Jun 01, 2020","131.50","133.44","135.40","131.00","29.26K","-0.44%"
"May 29, 2020","132.08","132.24","133.00","130.72","33.10K","0.45%"
"May 28, 2020","131.49","129.57","132.08","128.00","41.20K","1.05%"
"May 27, 2020","130.13","132.00","132.00","125.18","68.45K","-1.41%"
"May 26, 2020","131.99","135.44","136.49","129.20","79.20K","-1.17%"
"May 25, 2020","133.55","133.00","135.11","133.00","14.00K","-0.62%"
"May 22, 2020","134.38","133.52","135.90","133.22","16.80K","-0.09%"
"May 21, 2020","134.50","133.64","134.97","132.11","27.20K","0.64%"
"May 20, 2020","133.65","133.53","135.57","132.80","36.97K","1.10%"
"May 19, 2020","132.20","135.99","137.16","131.32","93.74K","0.53%"
"May 15, 2020","131.50","132.30","135.36","131.10","68.32K","0.36%"
"May 14, 2020","131.03","130.00","132.09","126.89","61.07K","-1.15%"
"May 13, 2020","132.55","133.96","135.43","130.62","59.02K","-2.18%"
"May 12, 2020","135.50","140.57","140.57","134.87","53.11K","-3.46%"
"May 11, 2020","140.36","139.71","141.00","138.50","51.34K","0.65%"
"May 08, 2020","139.46","137.50","140.99","135.80","89.33K","2.70%"
"May 07, 2020","135.79","139.57","139.57","132.59","97.02K","-0.60%"
"May 06, 2020","136.61","133.20","136.61","130.61","65.48K","3.49%"
"May 05, 2020","132.00","134.75","136.50","132.00","60.38K","-1.46%"
"May 04, 2020","133.95","137.95","137.95","133.43","54.26K","-3.04%"
"May 01, 2020","138.15","134.00","139.00","134.00","79.68K","-1.73%"
"Apr 30, 2020","140.58","141.80","141.80","139.47","48.89K","-0.36%"
"Apr 29, 2020","141.09","136.12","142.21","136.12","83.64K","4.23%"
"Apr 28, 2020","135.36","136.99","136.99","133.11","50.35K","-0.07%"
"Apr 27, 2020","135.46","135.85","141.99","133.66","103.09K","1.76%"
"Apr 24, 2020","133.12","130.99","134.50","130.99","70.03K","2.61%"
"Apr 23, 2020","129.74","124.99","131.03","124.50","46.09K","5.04%"
"Apr 22, 2020","123.51","118.91","124.90","117.67","54.95K","4.84%"
"Apr 21, 2020","117.81","122.00","122.13","117.30","52.70K","-3.42%"
"Apr 20, 2020","121.98","117.38","125.11","117.38","82.34K","2.32%"
"Apr 17, 2020","119.22","120.16","120.50","117.36","39.03K","1.22%"
"Apr 16, 2020","117.78","117.19","118.54","115.00","25.07K","0.10%"
"Apr 15, 2020","117.66","116.35","117.84","114.58","45.80K","-1.12%"
"Apr 14, 2020","118.99","117.50","119.31","115.88","36.77K","2.36%"
"Apr 13, 2020","116.25","117.87","117.87","113.00","41.98K","-0.45%"
"Apr 09, 2020","116.78","112.60","120.46","112.25","105.77K","4.79%"
"Apr 08, 2020","111.44","104.31","114.01","103.23","70.01K","7.99%"
"Apr 07, 2020","103.19","105.91","107.75","101.95","68.32K","-0.59%"
"Apr 06, 2020","103.80","101.28","105.50","101.28","45.90K","3.53%"
"Apr 03, 2020","100.26","100.50","102.15","96.92","37.35K","-0.73%"
"Apr 02, 2020","101.00","99.25","101.30","95.93","53.99K","2.07%"
"Apr 01, 2020","98.95","98.89","101.65","98.01","41.89K","-2.16%"
"Mar 31, 2020","101.13","99.21","105.00","99.16","100.53K","2.91%"
"Mar 30, 2020","98.27","95.28","98.84","91.82","40.77K","4.53%"
"Mar 27, 2020","94.01","92.23","96.66","87.12","90.53K","-1.09%"
"Mar 26, 2020","95.05","98.02","100.47","93.64","98.94K","-2.96%"
"Mar 25, 2020","97.95","98.22","102.78","95.18","116.62K","0.55%"
"Mar 24, 2020","97.41","101.33","101.33","94.86","79.26K","1.94%"
"Mar 23, 2020","95.56","85.99","97.56","85.92","128.64K","10.46%"
"Mar 20, 2020","86.51","91.50","101.60","85.88","120.89K","-1.99%"
"Mar 19, 2020","88.27","74.32","89.86","67.87","124.54K","16.90%"
"Mar 18, 2020","75.51","83.25","85.54","71.50","161.83K","-13.13%"
"Mar 17, 2020","86.92","84.44","91.79","82.66","112.38K","4.30%"
"Mar 16, 2020","83.34","83.47","89.14","75.10","114.99K","-12.24%"
"Mar 13, 2020","94.96","90.00","94.96","84.64","181.01K","15.45%"
"Mar 12, 2020","82.25","91.81","91.81","81.01","133.21K","-14.53%"
"Mar 11, 2020","96.23","98.76","100.86","95.55","120.62K","-4.02%"
"Mar 10, 2020","100.26","98.15","100.26","95.18","98.92K","4.92%"
"Mar 09, 2020","95.56","98.05","100.34","95.21","135.92K","-7.09%"
"Mar 06, 2020","102.85","101.00","103.09","98.13","75.02K","0.83%"
"Mar 05, 2020","102.00","105.87","106.07","101.51","66.37K","-5.21%"
"Mar 04, 2020","107.61","106.69","107.61","104.14","66.79K","2.27%"
"Mar 03, 2020","105.22","109.27","109.55","104.40","76.72K","-2.16%"
"Mar 02, 2020","107.54","101.73","107.56","101.51","88.60K","5.03%"
"Feb 28, 2020","102.39","101.99","103.62","99.79","90.10K","-4.31%"
"Feb 27, 2020","107.00","102.34","107.60","101.01","68.63K","2.29%"
"Feb 26, 2020","104.60","102.84","106.74","101.94","81.57K","0.45%"
"Feb 25, 2020","104.13","109.05","109.46","102.99","110.84K","-4.58%"
"Feb 24, 2020","109.13","109.23","110.51","106.27","100.34K","-3.18%"
"Feb 21, 2020","112.72","116.11","116.11","112.12","64.59K","-3.92%"
"Feb 20, 2020","117.32","115.70","118.68","112.00","122.76K","-1.91%"
"Feb 19, 2020","119.61","120.01","120.41","117.00","56.60K","-0.76%"
"Feb 18, 2020","120.52","121.50","121.71","120.08","51.13K","-1.38%"
"Feb 14, 2020","122.21","122.29","122.56","121.05","28.06K","0.08%"
"Feb 13, 2020","122.11","123.57","123.57","121.60","38.11K","-1.01%"
"Feb 12, 2020","123.36","121.55","123.75","121.55","23.53K","1.74%"
"Feb 11, 2020","121.25","121.99","121.99","120.95","27.99K","0.07%"
"Feb 10, 2020","121.17","120.65","121.61","120.47","39.15K","0.32%"
"Feb 07, 2020","120.78","121.27","121.28","119.03","33.26K","-0.58%"
"Feb 06, 2020","121.48","120.85","122.19","120.62","27.24K","0.85%"
"Feb 05, 2020","120.46","120.24","121.49","119.56","37.80K","0.91%"
"Feb 04, 2020","119.37","119.04","120.30","118.62","28.82K","1.00%"
"Feb 03, 2020","118.19","118.13","119.30","117.55","25.55K","0.24%"
"Jan 31, 2020","117.91","118.16","118.68","116.90","95.98K","1.05%"
"Jan 30, 2020","116.69","116.16","116.89","115.01","35.06K","0.30%"
"Jan 29, 2020","116.34","116.02","117.67","115.63","35.79K","0.38%"
"Jan 28, 2020","115.90","116.38","117.49","114.96","37.07K","-0.15%"
"Jan 27, 2020","116.07","113.91","116.63","112.92","76.61K","1.31%"
"Jan 24, 2020","114.57","113.62","114.82","113.48","22.29K","1.21%"
